mag,col,sigma
2.0,-2.0,9545128.439326897
2.1616161616161618,-2.0,9545128.439326897
2.323232323232323,-2.0,9545128.439326897
2.484848484848485,-2.0,9545128.439326897
2.6464646464646466,-2.0,9545128.439326897
2.808080808080808,-2.0,9545128.439326897
2.9696969696969697,-2.0,6180356.829581104
3.1313131313131315,-2.0,6180356.829581104
3.2929292929292933,-2.0,6180356.829581104
3.4545454545454546,-2.0,5694924.332539465
3.6161616161616164,-2.0,5130278.087099589
3.7777777777777777,-2.0,5130278.087099589
3.9393939393939394,-2.0,5130278.087099589
4.101010101010101,-2.0,5130278.087099589
4.262626262626263,-2.0,4125891.3234880315
4.424242424242424,-2.0,3031109.4300449234
4.5858585858585865,-2.0,2498834.973417784
4.747474747474747,-2.0,2498834.973417784
4.909090909090909,-2.0,1992158.1174247004
5.070707070707071,-2.0,1428356.1607442466
5.232323232323233,-2.0,1005941.3709307682
5.3939393939393945,-2.0,1005941.3709307682
5.555555555555555,-2.0,696520.5745102623
5.717171717171718,-2.0,696520.5745102623
5.878787878787879,-2.0,696520.5745102623
6.040404040404041,-2.0,429066.5628815096
6.202020202020202,-2.0,279711.4650738492
6.363636363636364,-2.0,246731.93600984805
6.525252525252526,-2.0,246731.93600984805
6.686868686868687,-2.0,236606.7470473695
6.848484848484849,-2.0,224289.56719015772
7.01010101010101,-2.0,192958.941576609
7.171717171717172,-2.0,171041.12838534068
7.333333333333334,-2.0,124907.97323845873
7.494949494949496,-2.0,120104.139963877
7.6565656565656575,-2.0,83922.72159652747
7.818181818181818,-2.0,83922.72159652747
7.97979797979798,-2.0,83922.72159652747
8.141414141414142,-2.0,83922.72159652747
8.303030303030305,-2.0,79560.43929111178
8.464646464646465,-2.0,56895.04583268468
8.626262626262626,-2.0,33668.11477557962
8.787878787878789,-2.0,28507.108279578086
8.94949494949495,-2.0,26595.075256033197
9.11111111111111,-2.0,26507.98364739984
9.272727272727273,-2.0,19032.72333221029
9.434343434343436,-2.0,14466.245701964312
9.595959595959597,-2.0,14466.245701964312
9.757575757575758,-2.0,14466.245701964312
9.91919191919192,-2.0,13330.205267749752
10.080808080808081,-2.0,13330.205267749752
10.242424242424244,-2.0,10329.427933987508
10.404040404040405,-2.0,8741.410530847203
10.565656565656566,-2.0,8741.410530847203
10.727272727272728,-2.0,8741.410530847203
10.88888888888889,-2.0,4564.117998243758
11.050505050505052,-2.0,4564.117998243758
11.212121212121213,-2.0,4564.117998243758
11.373737373737374,-2.0,4512.5440908364235
11.535353535353536,-2.0,4490.879428816258
11.696969696969697,-2.0,4463.022015477687
11.85858585858586,-2.0,4224.573853976963
12.02020202020202,-2.0,2388.0900525058914
12.181818181818183,-2.0,2388.0900525058914
12.343434343434344,-2.0,1956.5468710936675
12.505050505050505,-2.0,1708.4141502134112
12.666666666666668,-2.0,1708.4141502134112
12.828282828282829,-2.0,1708.4141502134112
12.989898989898991,-2.0,1626.0233216132615
13.151515151515152,-2.0,1626.0233216132615
13.313131313131315,-2.0,1589.9323164504287
13.474747474747476,-2.0,1589.9323164504287
13.636363636363637,-2.0,1548.652992727431
13.7979797979798,-2.0,1548.652992727431
13.95959595959596,-2.0,1548.652992727431
14.121212121212123,-2.0,1548.652992727431
14.282828282828284,-2.0,1548.652992727431
14.444444444444445,-2.0,1472.366782569832
14.606060606060607,-2.0,1472.366782569832
14.767676767676768,-2.0,1385.9005564292809
14.92929292929293,-2.0,1385.9005564292809
15.090909090909092,-2.0,1368.3238404789902
15.252525252525254,-2.0,1368.3238404789902
15.414141414141415,-2.0,1368.3238404789902
15.575757575757576,-2.0,1368.3238404789902
15.737373737373739,-2.0,1368.3238404789902
15.8989898989899,-2.0,1368.3238404789902
16.060606060606062,-2.0,1322.085175662852
16.22222222222222,-2.0,1127.7461448544839
16.383838383838388,-2.0,1127.7461448544839
16.545454545454547,-2.0,1127.7461448544839
16.707070707070706,-2.0,1127.7461448544839
16.868686868686872,-2.0,1127.7461448544839
17.03030303030303,-2.0,1127.7461448544839
17.191919191919194,-2.0,1127.7461448544839
17.353535353535356,-2.0,1039.063274681861
17.515151515151516,-2.0,991.5608076999483
17.67676767676768,-2.0,960.6006165008764
17.83838383838384,-2.0,934.0428717156982
18.0,-2.0,934.0428717156982
2.0,-1.898989898989899,9545128.439326897
2.1616161616161618,-1.898989898989899,9545128.439326897
2.323232323232323,-1.898989898989899,9545128.439326897
2.484848484848485,-1.898989898989899,9545128.439326897
2.6464646464646466,-1.898989898989899,9545128.439326897
2.808080808080808,-1.898989898989899,9545128.439326897
2.9696969696969697,-1.898989898989899,6180356.829581104
3.1313131313131315,-1.898989898989899,6180356.829581104
3.2929292929292933,-1.898989898989899,6180356.829581104
3.4545454545454546,-1.898989898989899,5694924.332539465
3.6161616161616164,-1.898989898989899,5130278.087099589
3.7777777777777777,-1.898989898989899,5130278.087099589
3.9393939393939394,-1.898989898989899,5130278.087099589
4.101010101010101,-1.898989898989899,5130278.087099589
4.262626262626263,-1.898989898989899,4125891.3234880315
4.424242424242424,-1.898989898989899,3031109.4300449234
4.5858585858585865,-1.898989898989899,2498834.973417784
4.747474747474747,-1.898989898989899,2498834.973417784
4.909090909090909,-1.898989898989899,1992158.1174247004
5.070707070707071,-1.898989898989899,1428356.1607442466
5.232323232323233,-1.898989898989899,1005941.3709307682
5.3939393939393945,-1.898989898989899,1005941.3709307682
5.555555555555555,-1.898989898989899,827242.1756789607
5.717171717171718,-1.898989898989899,696520.5745102623
5.878787878787879,-1.898989898989899,472753.9827503634
6.040404040404041,-1.898989898989899,429066.5628815096
6.202020202020202,-1.898989898989899,305406.71910445194
6.363636363636364,-1.898989898989899,246731.93600984805
6.525252525252526,-1.898989898989899,246731.93600984805
6.686868686868687,-1.898989898989899,233562.09441625795
