mag,col,sigma
2.0,-1.0,1.355707002773832
2.1616161616161618,-1.0,1.355707002773832
2.323232323232323,-1.0,1.355707002773832
2.484848484848485,-1.0,1.355707002773832
2.6464646464646466,-1.0,1.355707002773832
2.808080808080808,-1.0,1.355707002773832
2.9696969696969697,-1.0,1.355707002773832
3.1313131313131315,-1.0,1.355707002773832
3.2929292929292933,-1.0,1.5623581867620921
3.4545454545454546,-1.0,1.5623581867620921
3.6161616161616164,-1.0,1.5623581867620921
3.7777777777777777,-1.0,1.5623581867620921
3.9393939393939394,-1.0,1.5623581867620921
4.101010101010101,-1.0,1.5623581867620921
4.262626262626263,-1.0,1.5623581867620921
4.424242424242424,-1.0,1.5623581867620921
4.5858585858585865,-1.0,1.5623581867620921
4.747474747474747,-1.0,1.5623581867620921
4.909090909090909,-1.0,1.5623581867620921
5.070707070707071,-1.0,1.5623581867620921
5.232323232323233,-1.0,1.5623581867620921
5.3939393939393945,-1.0,1.5623581867620921
5.555555555555555,-1.0,1.5623581867620921
5.717171717171718,-1.0,1.5623581867620921
5.878787878787879,-1.0,1.5623581867620921
6.040404040404041,-1.0,1.5623581867620921
6.202020202020202,-1.0,1.5623581867620921
6.363636363636364,-1.0,1.6095704503573844
6.525252525252526,-1.0,1.6095704503573844
6.686868686868687,-1.0,1.6095704503573844
6.848484848484849,-1.0,1.6095704503573844
7.01010101010101,-1.0,1.6095704503573844
7.171717171717172,-1.0,1.6095704503573844
7.333333333333334,-1.0,1.6095704503573844
7.494949494949496,-1.0,1.6095704503573844
7.6565656565656575,-1.0,1.6095704503573844
7.818181818181818,-1.0,1.6095704503573844
7.97979797979798,-1.0,1.6095704503573844
8.141414141414142,-1.0,2.124757046636765
8.303030303030305,-1.0,3.029646200990163
8.464646464646465,-1.0,3.864830674570734
8.626262626262626,-1.0,3.864830674570734
8.787878787878789,-1.0,3.864830674570734
8.94949494949495,-1.0,4.6099074346587585
9.11111111111111,-1.0,7.002360258909368
9.272727272727273,-1.0,7.002360258909368
9.434343434343436,-1.0,7.087292408020266
9.595959595959597,-1.0,7.087292408020266
9.757575757575758,-1.0,7.850526208818474
9.91919191919192,-1.0,7.850526208818474
10.080808080808081,-1.0,7.850526208818474
10.242424242424244,-1.0,7.850526208818474
10.404040404040405,-1.0,9.245856958360317
